15001|@aeschli I've already submitted pull requests for C# 6 there which have been merged (see the links above). I guess I'll just wait until April for so this one can be too... :smile:
15002|I think it might be related to a folder name. Try this on a workspace on a folder: /Users/workspaces/tests/myNewApp% $$ @! Tabs app/testsblah/ (This is a valid folder on my Mac)
15003|They can actually, but we can't make it update as you (un)install extension.
15004|When you say _i can download as regular_, what do you mean by as regular?
15005|I am really not sure. It doesn't look proxy related but rather a problem with your system's configuration.  Seems like the guys at [nodejs/node](https://github.com/nodejs/node) would be able to help you out. Just describe what you described here.
15006|looks good, modulo #4589
15007|This problem is so frustrating I hacked the source to fix it. See https://github.com/JonathanMEdwards/vscode  But I don't know how to package up a proper installation. I can run the dev version with the command: $HOME/Projects/vscode/.build/electron/Electron.app/Contents/MacOS/Electron /$HOME/Projects/vscode  Also note extension management seems to be disabled in this build - perhaps that is intentional in the dev build?
15008|Thanks for the PR!
15009|I think it should, the main use case is probably testing now that the setting was added. If `--locale` wins it also allows multiple locales to launch at once.
15010|Ported to loc These 'scopes' enum values seem syntax keyword, are they supposed to be localized?
15011|Ported this issue to loc. Once the string change gets into loc file, translation will be updated accordingly.
15012|Ported to loc for fix
15013|Ported to loc for answer
15014|Related information from [npm](https://github.com/npm/): - https://docs.npmjs.com/cli/run-script - https://github.com/npm/npm/issues/3494 - https://github.com/npm/npm/issues/9627
15015|:+1:
15016|@joaomoreno any way i can verify this now?
15017|"Thank you. I am using xampp, it works by overwrite the default setting of php.validate.executablePath with ""D:/xampp/php/php.exe""."
